"location","sex","Parent_cause","year","age","cause","cause_outline","Deaths","lower","upper","level","Percent_DALYs","Percent_Deaths","Percent_YLD","Percent_YLL"
"West Sussex","Both","All Causes",2017,"All Ages","Communicable, Maternal, Neonatal, And Nutritional Diseases","A",677.410010947876,622.210411128141,734.065156087178,"1",0.0545375550447659,0.0714760116453478,0.0474480432722,0.0615509895309036
"West Sussex","Both","Non-communicable Diseases",2017,"All Ages","Chronic Respiratory Diseases","B.3",633.807580654083,589.96838907716,680.877066376745,"2",0.0621943705266419,0.0668726015225334,0.064046790389,0.0605892670410349
"West Sussex","Both","Communicable, Maternal, Neonatal, And Nutritional Diseases",2017,"All Ages","Respiratory Infections And Tuberculosis","A.2",622.857763805925,569.893598084899,679.732553390827,"2",0.0271293472014552,0.0657190030416961,0.00844065563217,0.0453354707580073
"West Sussex","Both","Respiratory Infections And Tuberculosis",2017,"All Ages","Lower Respiratory Infections","A.2.2",617.311594638488,564.389566278778,674.161063839382,"3",0.0226584947474409,0.0651338462106923,0.000194191289737,0.0445597330335221
"West Sussex","Female","Cardiovascular Diseases",2017,"All Ages","Ischemic Heart Disease","B.2.2",556.836640326308,509.857866508957,606.670019373903,"3",0.0440137927352521,0.1116306875549,0.00576222609575,0.0886786674851312
"West Sussex","Both","Chronic Respiratory Diseases",2017,"All Ages","Chronic Obstructive Pulmonary Disease","B.3.1",530.275115590911,484.164265974867,582.29527234193,"3",0.0433615511668395,0.0559473136025655,0.0372980068742,0.0495013618508325
"West Sussex","Both","Neoplasms",2017,"All Ages","Tracheal, Bronchus, And Lung Cancer","B.1.11",511.686720612434,471.626227103045,549.103271660659,"3",0.0350158615132578,0.0539845721170256,0.00145115373966,0.0677422746657803
"West Sussex","Male","Non-communicable Diseases",2017,"All Ages","Neurological Disorders","B.5",499.684744016324,460.254017037475,545.305829892215,"2",0.0731588492573118,0.111315539211385,0.0695133291708,0.0761475642698063
"West Sussex","Female","Cardiovascular Diseases",2017,"All Ages","Stroke","B.2.3",459.348309063548,417.911592901435,500.865511312316,"3",0.0421263420393307,0.092091209996268,0.0178941367577,0.0704739787001512
"West Sussex","Both","Non-communicable Diseases",2017,"All Ages","Digestive Diseases","B.4",422.642940871473,389.704264437429,453.929306347338,"2",0.0374589893271088,0.0445926561445823,0.024139644979,0.0504236872423728
"West Sussex","Both","Stroke",2017,"All Ages","Ischemic Stroke","B.2.3.1",402.736537334114,371.198293002289,436.84335846333,"4",0.0204078541012752,0.0424965443030757,0.0141322532003,0.0265625771965692
"West Sussex","Female","All Causes",2017,"All Ages","Communicable, Maternal, Neonatal, And Nutritional Diseases","A",384.806177705058,344.015838271826,429.107840284834,"1",0.056575174293245,0.0771475729677218,0.0483998900997,0.0662313689991501
"West Sussex","Male","Neurological Disorders",2017,"All Ages","Alzheimer's Disease And Other Dementias","B.5.1",376.131856564703,343.895101368434,411.190467804231,"3",0.0322104175413442,0.0837956778977762,0.0140130453505,0.0469780614372208
"West Sussex","Female","Communicable, Maternal, Neonatal, And Nutritional Diseases",2017,"All Ages","Respiratory Infections And Tuberculosis","A.2",356.426349723409,317.032939308816,399.989703349988,"2",0.027354419793999,0.0714564191728275,0.00784654464741,0.050121146647919
"West Sussex","Female","Respiratory Infections And Tuberculosis",2017,"All Ages","Lower Respiratory Infections","A.2.2",353.963033291073,314.55141363672,397.496850352618,"3",0.0229014529467493,0.0709626903855652,0.00017211679734,0.0494410134670127
"West Sussex","Male","Non-communicable Diseases",2017,"All Ages","Chronic Respiratory Diseases","B.3",328.033505172957,297.332675701214,362.531102255283,"2",0.0613288317559423,0.0730727181401259,0.0609093399792,0.0618267175823757
"West Sussex","Both","Neoplasms",2017,"All Ages","Colon And Rectum Cancer","B.1.6",318.114932265225,293.593454667784,344.611594632442,"3",0.0206179009413953,0.0335622866641365,0.00346288462312,0.0373392904702887
"West Sussex","Female","Non-communicable Diseases",2017,"All Ages","Chronic Respiratory Diseases","B.3",305.774075481126,274.900996410366,338.904607948184,"2",0.063043539050292,0.0612940519812087,0.0665886935422,0.0591449334816004
"West Sussex","Male","Cardiovascular Diseases",2017,"All Ages","Stroke","B.2.3",294.430531871155,267.160197582755,326.077766273262,"3",0.0360302136118888,0.0655971392941619,0.0171175748549,0.0514068147683215
"West Sussex","Male","All Causes",2017,"All Ages","Communicable, Maternal, Neonatal, And Nutritional Diseases","A",292.603833242819,259.825149752943,329.497559796692,"1",0.0524548324370281,0.0651862289288384,0.0462676483483,0.0575722387531731
"West Sussex","Male","Neoplasms",2017,"All Ages","Tracheal, Bronchus, And Lung Cancer","B.1.11",285.341886305655,258.538168321164,313.794772504991,"3",0.0402563213613904,0.0635552183172453,0.00177181115536,0.0714672536318755
"West Sussex","Both","Stroke",2017,"All Ages","Intracerebral Hemorrhage","B.2.3.2",280.850196006573,256.597754633332,304.871574609946,"4",0.0132194529550619,0.0296333982628573,0.00140278077577,0.0247468707931147
"West Sussex","Both","All Causes",2017,"All Ages","Injuries","C",278.546661041791,259.53848127967,297.765786034523,"1",0.0672552708762533,0.0293876117034575,0.0797307328401,0.0550082986890795
"West Sussex","Male","Chronic Respiratory Diseases",2017,"All Ages","Chronic Obstructive Pulmonary Disease","B.3.1",271.936895468658,239.924212502678,306.184415628544,"3",0.0433968146509179,0.060573397913144,0.0355059563205,0.0499725164758999
"West Sussex","Male","Communicable, Maternal, Neonatal, And Nutritional Diseases",2017,"All Ages","Respiratory Infections And Tuberculosis","A.2",266.431414082516,234.893377851783,302.410329939851,"2",0.0268948676369913,0.0593531008966792,0.00917388534839,0.0412482754455592
"West Sussex","Male","Respiratory Infections And Tuberculosis",2017,"All Ages","Lower Respiratory Infections","A.2.2",263.348561347413,231.945045337215,299.163910965534,"3",0.0224036492354087,0.0586664291009127,0.000221436489662,0.0403907838504721
"West Sussex","Female","Chronic Respiratory Diseases",2017,"All Ages","Chronic Obstructive Pulmonary Disease","B.3.1",258.338220122253,230.276063412032,291.965226432442,"3",0.0433284249319509,0.0517854785346525,0.0387482964485,0.0489528773273758
"West Sussex","Female","Stroke",2017,"All Ages","Ischemic Stroke","B.2.3.1",251.671637508603,227.117561356236,279.459444449665,"4",0.0223161961191546,0.0504581009319001,0.0140715652143,0.0319841129603526
"West Sussex","Both","Neoplasms",2017,"All Ages","Breast Cancer","B.1.14",246.160793579171,222.96410046057,271.293389488785,"3",0.0204641444087661,0.025968706101392,0.00577219928022,0.0347873180649072
"West Sussex","Female","Neoplasms",2017,"All Ages","Breast Cancer","B.1.14",242.343179547381,219.211638521608,267.88876752961,"3",0.0399024014669308,0.0485700812418728,0.0103520193376,0.0744020115825917
"West Sussex","Female","Non-communicable Diseases",2017,"All Ages","Digestive Diseases","B.4",236.887215670105,213.567580034456,260.145596677264,"2",0.0351097049857626,0.0474833022594603,0.0208949436533,0.0516858294785838
"West Sussex","Female","Neoplasms",2017,"All Ages","Tracheal, Bronchus, And Lung Cancer","B.1.11",226.344834306778,202.247422267095,253.388370041133,"3",0.0298843745209537,0.0453636201661151,0.00119145051686,0.0633794737337017
"West Sussex","Male","Neoplasms",2017,"All Ages","Prostate Cancer","B.1.18",223.682745851391,156.113750900293,262.736387452231,"3",0.0254560670788035,0.0498422104657518,0.00987736754348,0.0381062848169205
"West Sussex","Both","Neoplasms",2017,"All Ages","Prostate Cancer","B.1.18",223.682745851391,156.113750900293,262.736387452231,"3",0.0125763728959808,0.0236031631337185,0.00442175188111,0.0205321408782976
"West Sussex","Both","Neoplasms",2017,"All Ages","Pancreatic Cancer","B.1.9",188.662680647311,173.556006020354,204.721274478999,"3",0.0123260270656236,0.0199041635818752,0.000291794911214,0.0240565182956215
"West Sussex","Male","Non-communicable Diseases",2017,"All Ages","Digestive Diseases","B.4",185.755725201368,166.095334160781,208.590372015421,"2",0.0398613684131292,0.0413752547887959,0.0281438601045,0.0493378032966968
"West Sussex","Both","Non-communicable Diseases",2017,"All Ages","Other Non-communicable Diseases","B.12",173.069226072194,159.056963240432,190.863922119577,"2",0.0405806554065497,0.0182615538499376,0.0574467527445,0.0240805654170956
"West Sussex","Both","Non-communicable Diseases",2017,"All Ages","Diabetes And Kidney Diseases","B.8",171.225347938279,159.540954319396,182.649558369615,"2",0.0307718315489011,0.0180668218275658,0.0466197888067,0.0152603389531317
"West Sussex","Both","Cardiovascular Diseases",2017,"All Ages","Atrial Fibrillation And Flutter","B.2.7",167.906533270706,153.045940924548,180.944784300843,"3",0.010921391026724,0.0177171551517157,0.0106124411043,0.0112174814790025
"West Sussex","Male","All Causes",2017,"All Ages","Injuries","C",166.965586653265,150.979757863156,183.996260379991,"1",0.0816425525573019,0.0371850586790292,0.0926021188807,0.0726519169664363
"West Sussex","Female","Stroke",2017,"All Ages","Intracerebral Hemorrhage","B.2.3.2",163.534343389961,144.74374979678,182.333832052399,"4",0.0133294496020443,0.0327846415122745,0.00150944912366,0.027141018058978
"West Sussex","Female","Neoplasms",2017,"All Ages","Colon And Rectum Cancer","B.1.6",161.90523508002,145.836774849839,179.584341376419,"3",0.0190624210878104,0.0324514468539571,0.00300259686812,0.0378124197933828
"West Sussex","Male","Neoplasms",2017,"All Ages","Colon And Rectum Cancer","B.1.6",156.209697185205,139.541603629722,173.485819074746,"3",0.0222022370252269,0.0347938992733567,0.00403096875665,0.03693155917004
"West Sussex","Both","Injuries",2017,"All Ages","Unintentional Injuries","C.2",155.588069802126,144.989558768993,166.108073814371,"2",0.0409285104687427,0.016416371073269,0.0648646951577,0.0175183797964212
"West Sussex","Male","Stroke",2017,"All Ages","Ischemic Stroke","B.2.3.1",151.064899825511,135.549365760617,168.510633968612,"4",0.0184533244367301,0.0336581358549677,0.0142078503571,0.0219301596440458
"West Sussex","Both","Cardiovascular Diseases",2017,"All Ages","Aortic Aneurysm","B.2.8",141.044543471271,128.674247742282,153.789721557382,"3",0.00675171801543949,0.014881588940035,NA,0.013335557834522
"West Sussex","Both","Neoplasms",2017,"All Ages","Esophageal Cancer","B.1.4",137.745243743316,126.745099620262,149.594815141053,"3",0.00946477942092793,0.0145330212295232,0.0002923453678,0.018408207127845
"West Sussex","Both","Cardiovascular Diseases",2017,"All Ages","Other Cardiovascular And Circulatory Diseases","B.2.11",125.55938722139,114.374872870503,137.479723203124,"3",0.011680045577725,0.0132471999260738,0.00921868752077,0.0140671482403696
"West Sussex","Both","Neurological Disorders",2017,"All Ages","Parkinson's Disease","B.5.2",121.536066318287,103.443874950706,132.148825446524,"3",0.00641051688568606,0.0128230417565369,0.00249751693216,0.010226982549633
"West Sussex","Both","Other Non-communicable Diseases",2017,"All Ages","Urinary Diseases And Male Infertility","B.12.2",117.600474978532,107.852939133337,129.314284733115,"3",0.0065005496252618,0.0124087196437015,0.00456642382615,0.0083781790865432
"West Sussex","Male","Stroke",2017,"All Ages","Intracerebral Hemorrhage","B.2.3.2",117.315852616612,104.193991715665,131.666472342873,"4",0.0131035489181279,0.0261363084660992,0.00127119666675,0.022702756196772
"West Sussex","Both","Digestive Diseases",2017,"All Ages","Cirrhosis And Other Chronic Liver Diseases","B.4.1",117.001417330814,106.570398831153,128.415526045506,"3",0.012245580485906,0.0123433557232448,0.00176975937523,0.0224560433264958
"West Sussex","Both","Cardiovascular Diseases",2017,"All Ages","Cardiomyopathy And Myocarditis","B.2.6",114.740170464842,96.192490406978,129.656308164038,"3",0.00728588711908274,0.0121062935335383,0.00145680799107,0.0129684970294992
"West Sussex","Female","All Causes",2017,"All Ages","Injuries","C",111.581074388526,101.690787154803,121.872717635064,"1",0.0532184035211701,0.0223666639157188,0.0693001635434,0.0343759990173937
"West Sussex","Both","Neoplasms",2017,"All Ages","Leukemia","B.1.28",110.17845256637,100.386242758924,120.273747756744,"3",0.00761441879068938,0.0116237544504863,0.00103223267305,0.014031119904328
"West Sussex","Both","Urinary Diseases And Male Infertility",2017,"All Ages","Urinary Tract Infections","B.12.2.1",110.10163911886,98.1134624913025,121.831040658452,"4",0.0039641061335313,0.0116176578165703,0.00017847413564,0.00765515930089322
"West Sussex","Female","Cardiovascular Diseases",2017,"All Ages","Atrial Fibrillation And Flutter","B.2.7",106.200014957404,96.1133722309935,116.000419776928,"3",0.0105667310621885,0.0212921768848315,0.0077105872314,0.0139000936684178
"West Sussex","Both","Neoplasms",2017,"All Ages","Stomach Cancer","B.1.5",105.475121421213,97.6886503682425,113.345784786656,"3",0.00627780805367543,0.0111281952516302,0.000435180309218,0.0119741567595766
"West Sussex","Female","Neoplasms",2017,"All Ages","Pancreatic Cancer","B.1.9",103.692330861278,92.9550895201026,116.464992174732,"3",0.0123459014960362,0.020782791665956,0.000277098403421,0.0264335504177983
"West Sussex","Female","Non-communicable Diseases",2017,"All Ages","Other Non-communicable Diseases","B.12",103.001789120524,91.9730303971238,116.47598750143,"2",0.0472627596794692,0.020649609383301,0.0647577599946,0.0267815903985759
"West Sussex","Both","Cardiovascular Diseases",2017,"All Ages","Non-rheumatic Valvular Heart Disease","B.2.5",100.274975895939,76.307399169649,112.132391816188,"3",0.00484416981327422,0.0105796977292451,0.00176665285509,0.00784483557461079
"West Sussex","Both","Unintentional Injuries",2017,"All Ages","Falls","C.2.1",99.9292861987827,91.6756777690769,108.131174844464,"3",0.0237712732982353,0.0105437948459206,0.0390473309392,0.00883261886566686
"West Sussex","Both","Neoplasms",2017,"All Ages","Bladder Cancer","B.1.21",98.3141765727366,89.5978621940535,108.464035114276,"3",0.00524053066109112,0.0103726311811099,0.000746449976979,0.00962240649349152
"West Sussex","Both","Diabetes And Kidney Diseases",2017,"All Ages","Chronic Kidney Disease","B.8.2",97.1234817125,89.4318049378939,105.032210033861,"3",0.00768144343460835,0.0102481316100925,0.00754381130742,0.00782659100996287
"West Sussex","Male","Neoplasms",2017,"All Ages","Esophageal Cancer","B.1.4",94.325970650109,84.252399509085,105.119438731871,"3",0.0141272632353714,0.0210091130150913,0.000450297575631,0.0252173410894504
"West Sussex","Both","Neoplasms",2017,"All Ages","Non-hodgkin Lymphoma","B.1.26",92.1358634975227,84.176506629497,100.891303813443,"3",0.00641106761453602,0.00972073164592717,0.000953559310048,0.0117318892972112
"West Sussex","Female","Non-communicable Diseases",2017,"All Ages","Diabetes And Kidney Diseases","B.8",87.9032158024424,79.3130932210361,97.4487760843518,"2",0.0293853684294588,0.0176215683927335,0.0417222110305,0.0149278005087126
"West Sussex","Both","Non-rheumatic Valvular Heart Disease",2017,"All Ages","Non-rheumatic Calcific Aortic Valve Disease","B.2.5.1",86.8944911920244,60.5732957594673,97.6926751873832,"4",0.00403257916938811,0.00916826288834038,0.0012750312217,0.00672221710695947
"West Sussex","Male","Neoplasms",2017,"All Ages","Pancreatic Cancer","B.1.9",84.9703497860339,75.1516476800392,95.90652142603,"3",0.0123005969858307,0.0189242761718908,0.000309944292544,0.0220206464099728
"West Sussex","Female","Neoplasms",2017,"All Ages","Ovarian Cancer","B.1.17",84.695819152013,74.2261702529441,94.6959171264784,"3",0.0124672000228695,0.0169740628944799,0.000964026044042,0.0258941231273879
"West Sussex","Both","Neoplasms",2017,"All Ages","Ovarian Cancer","B.1.17",84.695819152013,74.2261702529441,94.6959171264784,"3",0.00630896805581849,0.00893478594120365,0.000532540384327,0.011939776685047
"West Sussex","Male","Cardiovascular Diseases",2017,"All Ages","Aortic Aneurysm","B.2.8",84.0337045749665,74.5105345679693,95.1836419558848,"3",0.00895027937551759,0.0187188730703175,NA,0.0162074594861904
"West Sussex","Male","Non-communicable Diseases",2017,"All Ages","Diabetes And Kidney Diseases","B.8",83.3221321358368,75.7419818880181,91.9011796378434,"2",0.0322023271117116,0.0185611541420223,0.0526633318754,0.0155443216678044
"West Sussex","Both","Injuries",2017,"All Ages","Self-harm And Interpersonal Violence","C.3",82.4164308889096,74.9461780779795,90.4210553261214,"2",0.0147935667757139,0.00869412654688806,0.00358135544505,0.0257260493413363
"West Sussex","Both","Cardiomyopathy And Myocarditis",2017,"All Ages","Other Cardiomyopathy","B.2.6.3",80.5559732836418,63.6411522809946,98.9259932961101,"4",0.00487051865586427,0.00849941557631253,0.000975645778784,0.00866786259418554
"West Sussex","Both","Chronic Respiratory Diseases",2017,"All Ages","Interstitial Lung Disease And Pulmonary Sarcoidosis","B.3.4",79.8796528498162,45.9656920597159,102.355623971006,"3",0.00492454651762323,0.00842978641589752,0.00146054524942,0.00830709177651539
"West Sussex","Both","Self-harm And Interpersonal Violence",2017,"All Ages","Self-harm","C.3.1",78.9669735821201,71.7554018858408,86.670967037664,"3",0.0130021878052739,0.00833023032387835,0.0011649906821,0.024537856793882
"West Sussex","Female","Injuries",2017,"All Ages","Unintentional Injuries","C.2",78.6019020335908,71.2493553431462,86.6983201772547,"2",0.0373350855948016,0.0157578193502104,0.0563080288337,0.0151216733031365
"West Sussex","Female","Cardiovascular Diseases",2017,"All Ages","Other Cardiovascular And Circulatory Diseases","B.2.11",77.9526391627267,68.5186084933671,87.7305524360092,"3",0.0120523548329122,0.0156253886581508,0.00833212808957,0.0163828016175135
"West Sussex","Male","Injuries",2017,"All Ages","Unintentional Injuries","C.2",76.9861677685347,69.5535066457598,84.7412766396988,"2",0.0446260885308861,0.0171487755306478,0.0754230599821,0.0195692202142646
"West Sussex","Both","Self-harm",2017,"All Ages","Self-harm By Other Specified Means","C.3.1.2",76.6267501736766,69.5072245755703,84.0565303474316,"4",0.0126864050833543,0.00808333000943488,0.00116297157684,0.0239163309817503
"West Sussex","Female","Other Non-communicable Diseases",2017,"All Ages","Urinary Diseases And Male Infertility","B.12.2",73.4471546485295,65.3083002044397,82.4169570822709,"3",0.00525647297280575,0.0147249355871468,0.000630325175728,0.010656412207644
"West Sussex","Male","Neurological Disorders",2017,"All Ages","Parkinson's Disease","B.5.2",73.2876033063867,57.8717635003691,83.3964201283744,"3",0.00787368012850362,0.0163258055953956,0.00297854984325,0.011844431478746
"West Sussex","Both","Diabetes And Kidney Diseases",2017,"All Ages","Diabetes Mellitus","B.8.1",73.2307018040966,67.168490678521,79.687332572474,"3",0.0230505062127975,0.00772676551262323,0.0390750700548,0.00735588746320249
"West Sussex","Both","Neoplasms",2017,"All Ages","Kidney Cancer","B.1.20",71.6724238431319,64.0903029099519,79.3614209460258,"3",0.00504674947034023,0.00756121673560945,0.000410719092305,0.00956463183555743
"West Sussex","Female","Urinary Diseases And Male Infertility",2017,"All Ages","Urinary Tract Infections","B.12.2.1",70.4556057034148,61.6486765316471,79.4494940722992,"4",0.00478235547029128,0.0141252551274478,0.000284472026167,0.0100334296821697
"West Sussex","Both","Non-communicable Diseases",2017,"All Ages","Musculoskeletal Disorders","B.11",70.255051866661,62.9526314687276,77.3354186332741,"2",0.117430036959238,0.00741239273930891,0.231294646714,0.0062552842786284
"West Sussex","Both","Stroke",2017,"All Ages","Subarachnoid Hemorrhage","B.2.3.3",70.1921075940158,63.5692637927398,77.1122073429318,"4",0.00548970278522353,0.00740583972808047,0.00201115921287,0.00888362529745495
"West Sussex","Both","Digestive Diseases",2017,"All Ages","Other Digestive Diseases","B.4.10",70.0849040367738,63.1489764208353,79.1242060740716,"3",0.00347327402725543,0.00739484755439983,0.00103816454249,0.00584624513912881
"West Sussex","Male","Non-communicable Diseases",2017,"All Ages","Other Non-communicable Diseases","B.12",70.0674369516703,63.2889362806298,79.9098372575569,"2",0.0337405793764473,0.0156100546757691,0.0484287888757,0.0217806328352126
"West Sussex","Both","Neoplasms",2017,"All Ages","Brain And Nervous System Cancer","B.1.22",69.4628538490204,45.5360160987153,80.7474613833281,"3",0.00719045461870083,0.00732847244952902,0.000605289932197,0.0136105588461343
"West Sussex","Female","Cardiovascular Diseases",2017,"All Ages","Cardiomyopathy And Myocarditis","B.2.6",69.3105447881403,59.873522929739,80.596682843224,"3",0.00702136431912688,0.0138947124902104,0.00153577380639,0.0134226836687682
"West Sussex","Male","Digestive Diseases",2017,"All Ages","Cirrhosis And Other Chronic Liver Diseases","B.4.1",68.0674453095119,60.1382865389345,77.3347128571056,"3",0.0152318023784787,0.0151588108469232,0.00235778589489,0.0256659327982644
"West Sussex","Male","Neoplasms",2017,"All Ages","Bladder Cancer","B.1.21",66.1120926914543,58.4127661225554,75.2544223777572,"3",0.00737306039266223,0.0147256599196517,0.00118260973395,0.012393830847726
"West Sussex","Both","Neoplasms",2017,"All Ages","Other Malignant Neoplasms","B.1.29",65.9115541799422,58.9541778277963,74.2227169574653,"3",0.0074395865539509,0.00695323421228084,0.00491250616341,0.00989540651444716
"West Sussex","Both","Neoplasms",2017,"All Ages","Liver Cancer","B.1.7",63.3328374815349,51.2699993349948,73.9861633228209,"3",0.00431577492751819,0.00668112071785068,0.000169312148122,0.00835490959073909
"West Sussex","Both","Diabetes Mellitus",2017,"All Ages","Diabetes Mellitus Type 2","B.8.1.2",62.6045091337221,56.7011089178448,68.8078353101796,"4",0.0212540303246826,0.00660566062541041,0.0372657190514,0.00557585226320525
"West Sussex","Male","Neoplasms",2017,"All Ages","Stomach Cancer","B.1.5",61.8383471989451,55.6936856606906,68.4223650894034,"3",0.00795786056401588,0.0137741296554932,0.00062761029278,0.0139008565486882
"West Sussex","Both","Cardiovascular Diseases",2017,"All Ages","Hypertensive Heart Disease","B.2.4",61.8321296940592,48.2967226032391,78.1874081261483,"3",0.0034014924538362,0.00652368582489143,0.000814718662012,0.00592087654726635
"West Sussex","Male","Cardiovascular Diseases",2017,"All Ages","Atrial Fibrillation And Flutter","B.2.7",61.7065183133022,48.341665519835,70.0224979830042,"3",0.0112878087683761,0.0137473101008028,0.0141946787858,0.00892430738515775
"West Sussex","Male","Neoplasms",2017,"All Ages","Leukemia","B.1.28",61.5782006714596,54.0607107246539,70.2571008289738,"3",0.00899530201470888,0.0137145718755763,0.00135413238582,0.0151914585425553
"West Sussex","Male","Injuries",2017,"All Ages","Self-harm And Interpersonal Violence","C.3",61.0977596599209,54.1699790797241,68.5887142759816,"2",0.0218976275519102,0.0136046060257083,0.00424396141319,0.0362065879070173
"West Sussex","Male","Self-harm And Interpersonal Violence",2017,"All Ages","Self-harm","C.3.1",59.0026282847588,52.2393068991549,66.3037397350438,"3",0.0196273373080301,0.013138069821742,0.000879719959564,0.0348209484689273
"West Sussex","Both","Leukemia",2017,"All Ages","Acute Myeloid Leukemia","B.1.28.3",57.3414291281517,50.9009995813272,63.6864008967909,"4",0.00409980854862328,0.00604913062100423,0.000136383082397,0.00796312780527365
"West Sussex","Both","Neoplasms",2017,"All Ages","Multiple Myeloma","B.1.27",57.0631162752633,46.2162713006968,64.5184579110995,"3",0.00371682290872765,0.00602050631587659,0.000633316455599,0.00672429330207112
"West Sussex","Female","Cardiovascular Diseases",2017,"All Ages","Aortic Aneurysm","B.2.8",57.0108388963043,50.4091227673882,64.255667752608,"3",0.00460216113478874,0.0114277884928588,NA,0.00997811367327747
"West Sussex","Male","Self-harm",2017,"All Ages","Self-harm By Other Specified Means","C.3.1.2",56.826427933949,50.2695802766811,63.7928824331125,"4",0.0190289815407125,0.0126535632134972,0.000877201450044,0.0337398928288469
"West Sussex","Both","Musculoskeletal Disorders",2017,"All Ages","Other Musculoskeletal Disorders","B.11.6",55.9327201062847,43.6601250578056,62.5727995475584,"3",0.0156402124023188,0.00590129867637831,0.0267486368234,0.00481527819623067
"West Sussex","Both","Non-communicable Diseases",2017,"All Ages","Substance Use Disorders","B.7",55.4595472573534,49.9362895727553,61.3637942142885,"2",0.0240367152237026,0.00585074336919162,0.0300747756863,0.0181841076816896
"West Sussex","Female","Cardiovascular Diseases",2017,"All Ages","Non-rheumatic Valvular Heart Disease","B.2.5",54.8868538197145,39.5684022165673,64.0468289196288,"3",0.00466473350741757,0.0110011773761855,0.00167500019333,0.0081548316708077
"West Sussex","Both","Neoplasms",2017,"All Ages","Malignant Skin Melanoma","B.1.12",52.6205312550813,27.4377926915278,63.4285886565787,"3",0.00494685340070832,0.00555120272585363,0.00165833547638,0.00815525619694128
