"Area","Sex","Year","Cause","Cause_outline","Cause_id","Level","Parent_cause","Parent_id","metric","DALYs (Disability-Adjusted Life Years)","Deaths","Incidence","Prevalence","YLDs (Years Lived with Disability)","YLLs (Years of Life Lost)"
"West Sussex","Both",1997,"Chagas disease","A.4.2","346","3","Neglected tropical diseases and malaria","344","Number",0,0,0,0,0,0
"West Sussex","Both",1997,"Other neglected tropical diseases","A.4.20","365","3","Neglected tropical diseases and malaria","344","Number",0.802526485017068,0.0170190489424826,0,0,0.00000412244987444,0.802522362567194
"West Sussex","Both",1997,"Leishmaniasis","A.4.3","347","3","Neglected tropical diseases and malaria","344","Number",0,0,0,0,0,0
"West Sussex","Both",1997,"African trypanosomiasis","A.4.4","350","3","Neglected tropical diseases and malaria","344","Number",0,0,0,0,0,0
"West Sussex","Both",1997,"Schistosomiasis","A.4.5","351","3","Neglected tropical diseases and malaria","344","Number",0,0,0,0,0,0
"West Sussex","Both",1997,"Cysticercosis","A.4.6","352","3","Neglected tropical diseases and malaria","344","Number",176.319219577778,0.0173973858401641,0,774.907349765,175.833133156,0.486086421640679
"West Sussex","Both",1997,"Cystic echinococcosis","A.4.7","353","3","Neglected tropical diseases and malaria","344","Number",0.543577104095104,0.0269605127661261,0,0,0,0.543577104095104
"West Sussex","Both",1997,"Lymphatic filariasis","A.4.8","354","3","Neglected tropical diseases and malaria","344","Number",0,0,0,0,0,0
"West Sussex","Both",1997,"Onchocerciasis","A.4.9","355","3","Neglected tropical diseases and malaria","344","Number",0,0,0,0,0,0
"West Sussex","Both",1997,"Other infectious diseases","A.5","961","2","Communicable, maternal, neonatal, and nutritional diseases","295","Number",733.865243137307,16.6165079119923,17947.2986166,4227.26850044,189.569763232,544.295479905557
"West Sussex","Both",1997,"Meningitis","A.5.1","332","3","Other infectious diseases","961","Number",346.144725160732,7.01210322663638,232.364077263,596.978573129,53.146100882,292.998624278763
"West Sussex","Both",1997,"Encephalitis","A.5.2","337","3","Other infectious diseases","961","Number",44.374280404913,1.17878742090791,64.0098852171,152.474812591,11.4224948808,32.9517855240878
"West Sussex","Both",1997,"Diphtheria","A.5.3","338","3","Other infectious diseases","961","Number",0.10459269312871,0.00160644120761083,0.00859833711871,0.000646472208123,0.0000486949962641,0.104543998132446
"West Sussex","Both",1997,"Whooping cough","A.5.4","339","3","Other infectious diseases","961","Number",4.11659537670916,0.00633735074641506,524.210418958,71.8096464326,3.60042564971,0.516169726996002
"West Sussex","Both",1997,"Tetanus","A.5.5","340","3","Other infectious diseases","961","Number",0.465868248197488,0.0264157465992751,0.0354739620479,0.00249667192346,0.000270980564645,0.465597267632843
"West Sussex","Both",1997,"Measles","A.5.6","341","3","Other infectious diseases","961","Number",0.910872703435162,0.0108604620817042,48.1126608283,1.31815478808,0.121370738881,0.789501964554468
"West Sussex","Both",1997,"Varicella and herpes zoster","A.5.7","342","3","Other infectious diseases","961","Number",58.8098972456065,1.73734509340637,7499.34768991,706.267501533,34.0382831741,24.7716140715092
"West Sussex","Both",1997,"Acute hepatitis","A.5.8","400","3","Other infectious diseases","961","Number",78.7507957698774,1.89556727045225,9579.20981208,814.021907393,21.0960641883,57.6547315816158
"West Sussex","Both",1997,"Other unspecified infectious diseases","A.5.9","408","3","Other infectious diseases","961","Number",200.187615534707,4.74748489995441,0,2816.40489392,66.1447040424,134.042911492266
"West Sussex","Both",1997,"Maternal and neonatal disorders","A.6","962","2","Communicable, maternal, neonatal, and nutritional diseases","295","Number",3989.28907508758,20.9785056742786,5559.17783106,11692.3614018,2168.34146228,1820.94761280837
"West Sussex","Both",1997,"Maternal disorders","A.6.1","366","3","Maternal and neonatal disorders","962","Number",66.6766904670854,0.634975360451793,4534.47079149,563.546843098,32.0836237894,34.5930666776705
"West Sussex","Both",1997,"Neonatal disorders","A.6.2","380","3","Maternal and neonatal disorders","962","Number",3922.6123846205,20.3435303138268,1024.70703957,11137.8129776,2136.25783849,1786.35454613071
"West Sussex","Both",1997,"Nutritional deficiencies","A.7","386","2","Communicable, maternal, neonatal, and nutritional diseases","295","Number",1216.56422912294,1.67783989258095,17843.5027365,78254.3112473,1195.03652093,21.5277081950625
"West Sussex","Both",1997,"Protein-energy malnutrition","A.7.1","387","3","Nutritional deficiencies","386","Number",12.3849332557693,0.873345039811362,3566.69108335,3518.52780974,0.151284015863,12.2336492399067
"West Sussex","Both",1997,"Iodine deficiency","A.7.2","388","3","Nutritional deficiencies","386","Number",97.6716209000016,0,141.710012613,9260.35809035,97.6716209,0
"West Sussex","Both",1997,"Vitamin A deficiency","A.7.3","389","3","Nutritional deficiencies","386","Number",59.6463992987224,0,14135.1016405,9265.45413111,59.6463992987,0
"West Sussex","Both",1997,"Dietary iron deficiency","A.7.4","390","3","Nutritional deficiencies","386","Number",1037.55579220229,0,0,60769.4618992,1037.5557922,0
"West Sussex","Both",1997,"Other nutritional deficiencies","A.7.5","391","3","Nutritional deficiencies","386","Number",9.30548346616192,0.804494852769583,0,0,0.0114245110061,9.29405895515587
"West Sussex","Both",1997,"Non-communicable diseases","B","409","1","All causes","294","Number",206126.360327751,8376.89306546875,1135746.42888,686630.259133,89287.7147772,116838.645550562
"West Sussex","Both",1997,"Neoplasms","B.1","410","2","Non-communicable diseases","409","Number",43454.5036825435,2360.86445446031,6958.77180411,29088.5153872,2643.19814609,40811.3055364575
"West Sussex","Both",1997,"Lip and oral cavity cancer","B.1.1","444","3","Neoplasms","410","Number",341.938514566174,17.1762559124692,50.2033551533,226.300159085,22.2440382859,319.694476280323
"West Sussex","Both",1997,"Larynx cancer","B.1.10","423","3","Neoplasms","410","Number",187.556301349387,9.26531768766202,26.6052183461,167.5242702,16.1280610761,171.428240273306
"West Sussex","Both",1997,"Tracheal, bronchus, and lung cancer","B.1.11","426","3","Neoplasms","410","Number",8161.98422667384,458.806034508319,547.428343329,801.163654398,131.131113801,8030.85311287286
"West Sussex","Both",1997,"Malignant skin melanoma","B.1.12","459","3","Neoplasms","410","Number",904.633313529124,36.7318498776744,272.908628632,2144.37403989,126.948336261,777.684977268316
"West Sussex","Both",1997,"Non-melanoma skin cancer","B.1.13","462","3","Neoplasms","410","Number",222.893982481413,14.780917533924,2029.3684698,369.165821634,12.2923078952,210.601674586257
"West Sussex","Both",1997,"Breast cancer","B.1.14","429","3","Neoplasms","410","Number",5233.93779643105,240.255214963529,803.554020007,7175.84244574,577.843453758,4656.09434267257
"West Sussex","Both",1997,"Cervical cancer","B.1.15","432","3","Neoplasms","410","Number",567.536565388248,25.061729876924,58.5809004598,359.211469251,28.6759446912,538.860620697016
"West Sussex","Both",1997,"Uterine cancer","B.1.16","435","3","Neoplasms","410","Number",263.24409370454,14.6037089567999,65.8201892884,474.30560603,33.6076609374,229.636432767173
"West Sussex","Both",1997,"Ovarian cancer","B.1.17","465","3","Neoplasms","410","Number",1676.79928759713,82.1919289429383,117.888928047,499.553068864,66.9925706927,1609.80671690439
"West Sussex","Both",1997,"Prostate cancer","B.1.18","438","3","Neoplasms","410","Number",2751.29448318622,180.525869482861,568.128279672,4114.76541502,383.577922749,2367.71656043771
"West Sussex","Both",1997,"Testicular cancer","B.1.19","468","3","Neoplasms","410","Number",60.6153472447715,1.08333345719158,34.3812858061,309.809914972,18.2477562723,42.3675909724408
"West Sussex","Both",1997,"Nasopharynx cancer","B.1.2","447","3","Neoplasms","410","Number",196.90105777441,10.069752083114,11.1249469395,45.2274001482,5.19244458414,191.708613190272
"West Sussex","Both",1997,"Kidney cancer","B.1.20","471","3","Neoplasms","410","Number",945.679513484652,47.8880079846404,97.1335295456,428.81997217,31.8791613268,913.80035215789
"West Sussex","Both",1997,"Bladder cancer","B.1.21","474","3","Neoplasms","410","Number",1336.96028438501,90.0180697038687,194.136101438,982.8017455,94.1700114884,1242.79027289664
"West Sussex","Both",1997,"Brain and nervous system cancer","B.1.22","477","3","Neoplasms","410","Number",1380.52169777035,47.5108201056136,101.317631673,468.658913067,44.4789303178,1336.04276745258
"West Sussex","Both",1997,"Thyroid cancer","B.1.23","480","3","Neoplasms","410","Number",104.186767333778,5.3166057525481,29.0593860601,238.327869191,15.1956559205,88.9911114132687
"West Sussex","Both",1997,"Mesothelioma","B.1.24","483","3","Neoplasms","410","Number",559.742700227567,29.7566101428147,36.7168810207,85.4070820214,15.1884146342,544.554285593339
"West Sussex","Both",1997,"Hodgkin lymphoma","B.1.25","484","3","Neoplasms","410","Number",164.031718362389,5.07446149394108,37.6235784241,298.465437057,21.0090843752,143.022633987139
"West Sussex","Both",1997,"Non-Hodgkin lymphoma","B.1.26","485","3","Neoplasms","410","Number",1589.54784789289,79.383654362425,207.321152642,1104.22254137,84.8936013179,1504.65424657502
"West Sussex","Both",1997,"Multiple myeloma","B.1.27","486","3","Neoplasms","410","Number",714.617470090987,41.2683473713815,70.7444407093,250.973011606,48.1968903294,666.420579761539
"West Sussex","Both",1997,"Leukemia","B.1.28","487","3","Neoplasms","410","Number",1998.70720321677,101.043654702807,211.701379317,933.107066373,120.902228512,1877.80497470504
"West Sussex","Both",1997,"Other malignant neoplasms","B.1.29","489","3","Neoplasms","410","Number",1414.26114402448,55.4161322161909,171.026262905,3351.09398466,252.179084946,1162.08205907822
"West Sussex","Both",1997,"Other pharynx cancer","B.1.3","450","3","Neoplasms","410","Number",187.238885895888,8.08260778883508,19.533291656,64.4396671869,7.4557791083,179.783106787587
"West Sussex","Both",1997,"Other neoplasms","B.1.30","490","3","Neoplasms","410","Number",347.514106054707,19.7006114973386,1567.65192842,2198.66764943,23.0893077791,324.42479827565
"West Sussex","Both",1997,"Esophageal cancer","B.1.4","411","3","Neoplasms","410","Number",1795.95730954775,104.177977064074,100.919907444,122.224188906,24.7364455625,1771.22086398524
"West Sussex","Both",1997,"Stomach cancer","B.1.5","414","3","Neoplasms","410","Number",2078.13145001483,134.495253125528,204.012768081,431.507453739,54.8666180085,2023.26483200635
"West Sussex","Both",1997,"Colon and rectum cancer","B.1.6","441","3","Neoplasms","410","Number",5133.25991494132,311.233585100886,696.329705837,3546.60576475,342.005690666,4791.25422427522
"West Sussex","Both",1997,"Liver cancer","B.1.7","417","3","Neoplasms","410","Number",500.721437593454,28.1925812935928,30.2104644058,0,7.00261057055,493.718827022903
"West Sussex","Both",1997,"Gallbladder and biliary tract cancer","B.1.8","453","3","Neoplasms","410","Number",438.605519110599,28.4242501102282,37.1253090365,37.9250980692,8.74209890498,429.863420205618
"West Sussex","Both",1997,"Pancreatic cancer","B.1.9","456","3","Neoplasms","410","Number",2195.48374266978,133.329311360185,127.867448435,85.1693841398,24.3249213141,2171.15882135564
"West Sussex","Both",1997,"Sense organ diseases","B.10","669","2","Non-communicable diseases","409","Number",6682.29134182168,0,0,176755.616837,6682.29134182,0
"West Sussex","Both",1997,"Blindness and vision impairment","B.10.1","981","3","Sense organ diseases","669","Number",2358.09989487876,0,0,57705.2349073,2358.09989488,0
"West Sussex","Both",1997,"Age-related and other hearing loss","B.10.2","674","3","Sense organ diseases","669","Number",3963.39658197613,0,0,154499.984529,3963.39658198,0
"West Sussex","Both",1997,"Other sense organ diseases","B.10.3","679","3","Sense organ diseases","669","Number",360.794864966786,0,0,15131.0492838,360.794864967,0
"West Sussex","Both",1997,"Musculoskeletal disorders","B.11","626","2","Non-communicable diseases","409","Number",23761.6761306476,52.7786977263356,58527.2994014,210677.05429,23072.5177776,689.158353041745
"West Sussex","Both",1997,"Rheumatoid arthritis","B.11.1","627","3","Musculoskeletal disorders","626","Number",757.258052263078,13.6370026870506,216.213240419,4319.84064322,563.529394514,193.728657749511
"West Sussex","Both",1997,"Osteoarthritis","B.11.2","628","3","Musculoskeletal disorders","626","Number",1781.69906415734,0,2329.30494686,56579.6151488,1781.69906416,0
"West Sussex","Both",1997,"Low back pain","B.11.3","630","3","Musculoskeletal disorders","626","Number",12267.390844807,0,44982.1235497,109120.583316,12267.3908448,0
"West Sussex","Both",1997,"Neck pain","B.11.4","631","3","Musculoskeletal disorders","626","Number",5109.67619264624,0,9789.21452998,51961.0407626,5109.67619265,0
"West Sussex","Both",1997,"Gout","B.11.5","632","3","Musculoskeletal disorders","626","Number",255.438590729228,0,1210.44313441,8260.73431261,255.438590729,0
"West Sussex","Both",1997,"Other musculoskeletal disorders","B.11.6","639","3","Musculoskeletal disorders","626","Number",3590.21338604471,39.141695039285,0,36724.8826194,3094.78369075,495.429695292233
"West Sussex","Both",1997,"Other non-communicable diseases","B.12","640","2","Non-communicable diseases","409","Number",9421.13349363852,99.5795587563773,344226.764719,471744.260292,6778.43259033,2642.70090330557
"West Sussex","Both",1997,"Congenital birth defects","B.12.1","641","3","Other non-communicable diseases","640","Number",2482.97735318667,17.0395106481951,278.623535727,13075.214481,1291.35103138,1191.62632180677
"West Sussex","Both",1997,"Urinary diseases and male infertility","B.12.2","594","3","Other non-communicable diseases","640","Number",1032.79253583647,47.9748900030618,30397.6610352,15908.0187844,509.368263445,523.424272391598
"West Sussex","Both",1997,"Gynecological diseases","B.12.3","603","3","Other non-communicable diseases","640","Number",1646.49029740258,0.655083263794734,19155.7514723,85809.6514262,1633.59060313,12.899694267911
"West Sussex","Both",1997,"Hemoglobinopathies and hemolytic anemias
","B.12.4","613","3","Other non-communicable diseases","640","Number",265.909014494118,9.63875258629314,1340.44243563,124152.346237,130.488243224,135.42077127008
"West Sussex","Both",1997,"Endocrine, metabolic, blood, and immune
disorders","B.12.5","619","3","Other non-communicable diseases","640","Number",739.520240219969,21.1467006588062,0,9042.46368598,233.504411661,506.015828559304
"West Sussex","Both",1997,"Oral disorders","B.12.6","680","3","Other non-communicable diseases","640","Number",2980.13003748881,0,293054.28624,366295.414414,2980.13003749,0
"West Sussex","Both",1997,"Sudden infant death syndrome","B.12.7","686","3","Other non-communicable diseases","640","Number",273.314015009905,3.12462159622633,0,0,0,273.314015009905
"West Sussex","Both",1997,"Cardiovascular diseases","B.2","491","2","Non-communicable diseases","409","Number",54662.3915337887,3954.3330853083,17952.056323,91807.5320137,5581.49347559,49080.8980582005
"West Sussex","Both",1997,"Rheumatic heart disease","B.2.1","492","3","Cardiovascular diseases","491","Number",431.30230117044,31.1481009993846,37.3244317458,67.3759784729,5.42513117353,425.877169996906
"West Sussex","Both",1997,"Endocarditis","B.2.10","503","3","Cardiovascular diseases","491","Number",215.83124866878,14.4953435817655,128.064107108,151.381268046,12.3784750609,203.452773607924
"West Sussex","Both",1997,"Other cardiovascular and circulatory
diseases","B.2.11","507","3","Cardiovascular diseases","491","Number",3021.10582071505,125.983076678433,0,23667.6607295,1220.9790947,1800.12672601377
"West Sussex","Both",1997,"Ischemic heart disease","B.2.2","493","3","Cardiovascular diseases","491","Number",28818.4475449828,2148.82742817856,3772.25539652,27433.4926864,956.709755488,27861.7377894943
"West Sussex","Both",1997,"Stroke","B.2.3","494","3","Cardiovascular diseases","491","Number",13306.9778472035,1016.30573870697,1601.59932441,12006.0708859,1927.3180357,11379.6598115038
"West Sussex","Both",1997,"Hypertensive heart disease","B.2.4","498","3","Cardiovascular diseases","491","Number",657.654615657545,43.2960837284644,0,1250.39531478,102.3129755,555.341640157361
"West Sussex","Both",1997,"Non-rheumatic valvular heart disease","B.2.5","504","3","Cardiovascular diseases","491","Number",851.011297661706,62.1233871339268,9171.29515634,8966.75526356,125.068477132,725.942820529638
"West Sussex","Both",1997,"Cardiomyopathy and myocarditis","B.2.6","499","3","Cardiovascular diseases","491","Number",2295.25296292287,167.396716098948,440.296451468,2050.7915573,187.51103692,2107.74192600281
"West Sussex","Both",1997,"Atrial fibrillation and flutter","B.2.7","500","3","Cardiovascular diseases","491","Number",2022.52598041569,120.403368263351,858.064125787,11959.03496,930.515961749,1092.0100186667
"West Sussex","Both",1997,"Aortic aneurysm","B.2.8","501","3","Cardiovascular diseases","491","Number",2713.06050356145,203.240647715105,0,0,0,2713.06050356145
"West Sussex","Both",1997,"Peripheral artery disease","B.2.9","502","3","Cardiovascular diseases","491","Number",329.221410828872,21.1131942233956,1943.15732962,26403.1026155,113.274532163,215.946878665871
"West Sussex","Both",1997,"Chronic respiratory diseases","B.3","508","2","Non-communicable diseases","409","Number",12807.8388732528,491.280753177855,6041.26364228,113995.702012,6265.5030756,6542.33579764836
"West Sussex","Both",1997,"Chronic obstructive pulmonary disease","B.3.1","509","3","Chronic respiratory diseases","508","Number",8876.30645426702,422.264416666534,2659.94554818,54277.8197695,3385.09990568,5491.20654858451
"West Sussex","Both",1997,"Pneumoconiosis","B.3.2","510","3","Chronic respiratory diseases","508","Number",24.5280880360482,1.00159158573564,7.13680972608,77.3232153763,11.8820913363,12.6459966997014
"West Sussex","Both",1997,"Asthma","B.3.3","515","3","Chronic respiratory diseases","508","Number",3040.36375818134,21.6493004167181,3292.17464857,68108.6907196,2637.37912573,402.98463245202
"West Sussex","Both",1997,"Interstitial lung disease and pulmonary
sarcoidosis","B.3.4","516","3","Chronic respiratory diseases","508","Number",572.986173762642,30.9594362760937,82.0066358088,1132.14233249,119.631244881,453.354928881625
"West Sussex","Both",1997,"Other chronic respiratory diseases","B.3.5","520","3","Chronic respiratory diseases","508","Number",293.654399005731,15.4060082327743,0,0,111.510707975,182.143691030504
"West Sussex","Both",1997,"Digestive diseases","B.4","526","2","Non-communicable diseases","409","Number",7466.49533253368,334.926097444899,56384.0320892,179284.617746,2411.80813923,5054.6871933076
"West Sussex","Both",1997,"Cirrhosis and other chronic liver
diseases","B.4.1","521","3","Digestive diseases","526","Number",1988.40132181148,76.8081641477919,263.294814006,89419.2506192,147.689457064,1840.71186474738
"West Sussex","Both",1997,"Other digestive diseases","B.4.10","541","3","Digestive diseases","526","Number",777.519902825122,57.0159905265644,0,0,99.9684677675,677.551435057631
"West Sussex","Both",1997,"Upper digestive system diseases","B.4.2","992","3","Digestive diseases","526","Number",2143.5317147442,79.2172250017705,43502.0091459,98285.0520334,1166.69874561,976.832969137597
"West Sussex","Both",1997,"Appendicitis","B.4.3","529","3","Digestive diseases","526","Number",51.528059309602,2.71838109002877,545.496380875,20.8013557488,6.74322028468,44.7848390249198
"West Sussex","Both",1997,"Paralytic ileus and intestinal
obstruction","B.4.4","530","3","Digestive diseases","526","Number",388.372581050657,33.4144235069133,308.080962976,10.6343973746,3.42374770739,384.948833343272
"West Sussex","Both",1997,"Inguinal, femoral, and abdominal hernia","B.4.5","531","3","Digestive diseases","526","Number",447.167632177942,12.8328391406954,10359.7789273,3187.5015065,302.209103404,144.958528774032
"West Sussex","Both",1997,"Inflammatory bowel disease","B.4.6","532","3","Digestive diseases","526","Number",805.98326188448,15.8454430460836,288.894679245,4041.34131771,594.250870419,211.732391465899
"West Sussex","Both",1997,"Vascular intestinal disorders","B.4.7","533","3","Digestive diseases","526","Number",358.360008484594,27.7749583668474,115.601752102,18.4329749492,5.66072846273,352.699280021866
"West Sussex","Both",1997,"Gallbladder and biliary diseases","B.4.8","534","3","Digestive diseases","526","Number",184.540995074977,15.6839767649046,748.847832704,4409.19988351,3.27472078283,181.266274292151
"West Sussex","Both",1997,"Pancreatitis","B.4.9","535","3","Digestive diseases","526","Number",321.089855170632,13.6146958532997,252.027594101,1432.45402709,81.8890777278,239.200777442858
"West Sussex","Both",1997,"Neurological disorders","B.5","542","2","Non-communicable diseases","409","Number",18221.4168796689,889.815429296318,110858.699172,353299.155693,9465.75731429,8755.65956538263
"West Sussex","Both",1997,"Alzheimer's disease and other dementias","B.5.1","543","3","Neurological disorders","542","Number",7894.99299899021,744.226309233133,1849.7446789,11200.8928344,1709.82818838,6185.16481060809
"West Sussex","Both",1997,"Parkinson's disease","B.5.2","544","3","Neurological disorders","542","Number",1161.0417012449,84.5502975714427,170.446172512,1437.68332954,204.732346088,956.309355156697
"West Sussex","Both",1997,"Epilepsy","B.5.3","545","3","Neurological disorders","542","Number",974.594480757136,9.80049791652602,261.087763809,2507.38306671,606.313243146,368.281237611018
"West Sussex","Both",1997,"Multiple sclerosis","B.5.4","546","3","Neurological disorders","542","Number",587.791288970151,12.8054498558858,23.3308079139,944.058949661,237.750869793,350.040419177539
"West Sussex","Both",1997,"Motor neuron disease","B.5.5","554","3","Neurological disorders","542","Number",460.465701371354,21.55424091713,25.9432417329,75.3775044166,16.0312510212,444.434450350138
"West Sussex","Both",1997,"Headache disorders","B.5.6","972","3","Neurological disorders","542","Number",6572.10833372529,0,108528.146507,344425.295256,6572.10833373,0
"West Sussex","Both",1997,"Other neurological disorders","B.5.7","557","3","Neurological disorders","542","Number",570.422374609844,16.8786338021997,0,2.56413839602,118.993082131,451.42929247914
"West Sussex","Both",1997,"Mental disorders","B.6","558","2","Non-communicable diseases","409","Number",14653.5936087265,0.119703683363021,40624.3777797,104412.048886,14647.2134527,6.3801560703999
"West Sussex","Both",1997,"Schizophrenia","B.6.1","559","3","Mental disorders","558","Number",1313.76673539623,0,81.0411559281,2086.1040424,1313.7667354,0
"West Sussex","Both",1997,"Other mental disorders","B.6.10","585","3","Mental disorders","558","Number",1243.79690968842,0,0,16953.0901252,1243.79690969,0
"West Sussex","Both",1997,"Depressive disorders","B.6.2","567","3","Mental disorders","558","Number",5551.88333426123,0,33408.9796572,33835.5898774,5551.88333426,0
"West Sussex","Both",1997,"Bipolar disorder","B.6.3","570","3","Mental disorders","558","Number",1586.78501554483,0,505.082534769,7859.02938268,1586.78501554,0
"West Sussex","Both",1997,"Anxiety disorders","B.6.4","571","3","Mental disorders","558","Number",3033.50460923416,0,4167.23248469,32142.1491779,3033.50460923,0
"West Sussex","Both",1997,"Eating disorders","B.6.5","572","3","Mental disorders","558","Number",612.944853391699,0.119703683363021,907.55423112,2890.33056778,606.564697321,6.3801560703999
"West Sussex","Both",1997,"Autism spectrum disorders","B.6.6","575","3","Mental disorders","558","Number",645.288553637182,0,57.2356478258,4307.06380716,645.288553637,0
"West Sussex","Both",1997,"Attention-deficit/hyperactivity disorder
","B.6.7","578","3","Mental disorders","558","Number",63.0184386854695,0,263.739472722,5192.63700521,63.0184386855,0
"West Sussex","Both",1997,"Conduct disorder","B.6.8","579","3","Mental disorders","558","Number",471.908969333397,0,1233.51259544,3891.33966729,471.908969333,0
"West Sussex","Both",1997,"Idiopathic developmental intellectual
disability","B.6.9","582","3","Mental disorders","558","Number",130.696189553936,0,0,2802.83024717,130.696189554,0
"West Sussex","Both",1997,"Substance use disorders","B.7","973","2","Non-communicable diseases","409","Number",3703.22531526795,21.2736617099378,4722.16090819,18490.975978,2718.74419503,984.481120237706
"West Sussex","Both",1997,"Alcohol use disorders","B.7.1","560","3","Substance use disorders","973","Number",1198.78059291071,7.65295392134174,3899.2910554,9170.28998215,913.766852616,285.013740294702
"West Sussex","Both",1997,"Drug use disorders","B.7.2","561","3","Substance use disorders","973","Number",2504.44472235724,13.6207077885961,822.869852791,9666.05599649,1804.97734241,699.467379943003
"West Sussex","Both",1997,"Diabetes and kidney diseases","B.8","974","2","Non-communicable diseases","409","Number",5452.00147791186,152.392432954764,5211.61189193,97813.8977816,3403.84943895,2048.15203896628
